id,creation_mode,error,dem_fp,max_iter,tol,lambda,l1_ratio,class_weight
RDCF72WBWM,inicialization,0.49392953739566814,0.015168710334724202,166,0.08494819234954587,74642.03207654825,0.574259879404607,5
SUUUQGKT26,inicialization,0.49392953739566814,0.015168710334724202,134,0.023464860613376975,33737.13123490887,0.3965038319735684,5
ZWLPOSS5T9,inicialization,0.4540599064585341,0.038601280408307376,134,0.028111781102250547,99549.82723641503,0.030630773237737774,4
Y914S70B7Z,inicialization,0.693813270037034,0.0005754331733054609,151,0.0991911647284456,32819.85111224328,0.2767996441530134,9
1HLIHF3JMK,inicialization,0.6103179319598038,0.00806301410228255,31,0.0712571884131338,55068.53840209086,0.45458984902906685,6
TEZGV523S9,inicialization,0.3230729758833891,0.01859073080013013,151,0.08763116064543892,56977.042822256306,0.7278303348175683,2
B3FUBC89G7,inicialization,0.5827622412635933,0.005199052620166847,160,0.009893384727594105,89250.29895576529,0.7964861649061885,7
GSAVB3LD0D,inicialization,0.4540599064585341,0.038601280408307376,153,0.06495249719081003,73777.74781907302,0.6314583163558425,4
Q5FD34QOYC,inicialization,0.5827622412635933,0.005199052620166847,120,0.0752922757769061,1027.1097944591709,0.2794308527195002,7
AL0KNTOEJ6,inicialization,0.5748041038520861,0.010070428016645865,31,0.03340676812640412,99784.74609794,0.8288129462995879,7
SMGZVDWZC6,inicialization,0.5827622412635933,0.005199052620166847,127,0.07313776519859476,86948.35594031402,0.31517230139981245,7
T9KE93YHAC,inicialization,0.6354696289104972,0.0019337473486986038,79,0.07294952615357614,97857.04728842025,0.2675967556107821,8
769K3DKGBX,inicialization,0.546146906173411,0.011890200678844356,121,0.0025482697242003374,52802.63284222898,0.6881412877804378,6
DXON2GH3C5,inicialization,0.4540599064585341,0.038601280408307376,169,0.0158537633749107,42966.50605498485,0.44411144179597295,4
Q5EQXYMG8N,inicialization,1.0,0.0,33,0.08739149667840568,3015.188598228513,0.8494701027176965,1
Z57CQWXFFC,inicialization,0.5081148655258398,0.01162958782861543,77,0.017552168561653547,90940.52316866061,0.01526659406449482,5
G2BYM8ESJG,inicialization,0.6832190843671482,0.0004951644154349523,153,0.060484182857597345,99908.54594848347,0.812942235533269,9
GUA1LSPCRY,crossover,0.49392953739566814,0.015168710334724202,132,0.0054298919394437884,46023.66962644113,0.4453761821746288,
Q5ZXI6FPU1,crossover,0.5827622412635933,0.005199052620166847,128,0.004563492788150316,43227.62932932416,0.3511099827315597,7
5IYZ7GBNT0,crossover,0.546146906173411,0.011890200678844356,89,0.06231140277480241,10417.728877896687,0.5718978476595092,6
KMUTKU03H2,crossover,0.40093513667404923,0.03977855552374149,73,0.056593890580629407,7844.4864052622115,0.38833602423522484,3
AL6679FIA2,crossover,0.546146906173411,0.011890200678844356,132,0.013936924722544387,90215.87627025503,0.44077881599486923,6
UORTQJ7FPG,crossover,0.546146906173411,0.011890200678844356,105,0.013508628566703264,89974.94585417087,0.3709739429758141,6
O907WF8RP9,mutation,0.4540599064585341,0.038601280408307376,104,0.04933512611977867,37486.644880344546,0.7968274733247311,4
AQPPBWMUHD,crossover,0.40093513667404923,0.03977855552374149,73,0.040604640282827335,18331.176560112952,0.7407839171734032,3
0DS9MGOD4C,crossover,0.546146906173411,0.011890200678844356,114,0.05111784460223338,42743.38565404503,0.19219087519235215,6
N4DIK9MMTJ,crossover,0.5240812452341839,0.01220502100192089,66,0.027063581406901176,36366.07052838231,0.12569851786811223,5
UODW7KN6NC,mutation,0.5818897249064595,0.005720973288225302,88,0.04663430930240164,85406.93401013371,0.605258540520019,7
LE6RRMDSNH,crossover,0.5648665553348238,0.006102510500960445,73,0.038870804129329035,81386.0075735954,0.5924195965453101,6
63AL2X3TJ2,crossover,0.5827622412635933,0.005199052620166847,108,0.0645589788174962,29172.442038451583,0.5364401849027185,7
FICITH1ZM1,mutation,0.546146906173411,0.011890200678844356,91,0.046208198108374676,23584.48646745859,0.4308069442708681,6
CDVOZRN6DD,crossover,0.546146906173411,0.011890200678844356,140,0.04037037052766456,6325.018598392236,0.5385341400209189,6
94SJ15UQTC,crossover,0.49392953739566814,0.015168710334724202,116,0.030377217302375338,5776.300889636413,0.5121861849578697,
1BDDRYCODY,crossover,0.6336783140881805,0.0019337473486986038,116,0.08728229959117871,70105.06962598194,0.5761911649579263,8
6REFO4RZ5D,crossover,0.6186249018492447,0.0017999660855810902,60,0.06448958927792324,59013.27110463452,0.4676526144287345,8
L3MT4UQCJT,mutation,0.582119518974432,0.0019539014091163077,64,0.057433035534946615,27575.491063028647,0.5539929797535259,7
20YJ6HJ6CK,mutation,0.3858482507410309,0.02282516839064963,60,0.0519714055149542,26888.20190526355,0.5251546810309589,3
0JRNC0OCSA,crossover,0.5249669415749851,0.0132488623380378,70,0.024240635769473842,42758.237413356066,0.2663389343467965,
DGU1LSN98B,crossover,0.6481101441936161,0.00020744782878222203,63,0.021664779878988696,31857.269156730545,0.1711159418421458,8
AE5WVTZQG1,mutation,0.6864430108821941,1.0,29,0.0635865570817746,53472.847792337154,0.47098273142436203,9
G8JT5MT3YE,crossover,0.634280520127324,1.0,27,0.05710861001240143,49130.10140821368,0.4489977036770622,8
6ZBCJERXTE,crossover,0.546146906173411,0.011890200678844356,145,0.038466079730534626,73213.93965782858,0.7671491117519486,6
ITOES7CIO7,crossover,0.49392953739566814,0.015168710334724202,144,0.02412545565762269,60744.821420102744,0.7159042717532679,5
GNP18WYH63,crossover,0.6336783140881805,0.0019337473486986038,103,0.034574371373160384,82976.58337358393,0.6653036007934777,8
VTUAMRTMZM,mutation,0.5818437812466215,0.00598193362225453,90,0.021124429002896256,76751.84981503905,0.5686374403016531,7
3T8CZ7VEKP,crossover,0.39666300352365047,0.020101590363857252,42,0.03401326787490072,63167.64340391908,0.4395315334768681,3
WPH1ZZX2C7,crossover,0.4585621914071546,0.008685705072429523,39,0.02008067578474093,59503.94715269156,0.3176221201214862,3
8ECWPJHO19,crossover,0.8005688972540514,0.0047577481937791655,102,0.017703531058227036,13249.282303262013,0.34497860618651904,1
JUGMCCV8IY,crossover,0.5505214270821486,0.007273530907989071,102,0.016192710199876746,13226.968034565956,0.25164349568548366,
DGHMNLR0PD,crossover,0.6336783140881805,0.0019337473486986038,95,0.06969119173056254,60670.63149574949,0.6729747939769304,8
UOWYTRVLRG,crossover,0.5818437812466215,0.00598193362225453,90,0.04186732123101897,51676.5765940704,0.48633068584159966,7
AFVPKS3ETW,crossover,0.5827622412635933,0.005199052620166847,121,0.060215895528268774,45895.278370218955,0.2634760504498955,7
SM0YUDG9II,mutation,0.5645780371610088,0.0013517119831873425,68,0.05623710795023366,40819.5476878963,0.2804014282212245,7
I4HGBFCRW3,crossover,0.6336783140881805,0.0019337473486986038,100,0.07401850513256256,67302.22610467982,0.604781677772903,8
D5ITT0UZ5K,crossover,0.5819356736153288,0.005460012954196075,85,0.03754000782901895,45044.98198514007,0.554523802045627,7
66FOFIR89H,crossover,0.5829017657846085,0.012760300114808647,29,0.06598624152479257,78410.75164138364,0.61490121243709,7
A57SNG5374,crossover,0.5865372610077066,0.011194538110633282,27,0.0578516710289976,72956.27637908039,0.6067327718256242,6
AZQB2TK32G,crossover,0.4540599064585341,0.038601280408307376,109,0.04481721679893239,46080.37017360998,0.5902967709973168,4
4D7DZPJ9Y9,crossover,0.4540599064585341,0.038601280408307376,92,0.03283739546731516,46059.58121042394,0.5344359567225101,4
C054R1HH6P,mutation,0.5153055999923615,0.016407142599012034,61,0.039178747571229605,76223.726380771,0.5907915846842835,5
BJ4OJOPE88,crossover,0.5133355738124885,0.013168593580167292,40,0.025764393427498672,75314.26168969256,0.5008599239279752,5
NPI0I33DDM,crossover,0.5461976075190227,0.011629240344815127,95,0.05127289906857585,58590.417857812885,0.22864425782303593,6
J5U49XRQRV,crossover,0.5153055999923615,0.016407142599012034,60,0.030187327737024695,41277.807319751,0.20589998792302872,5
NDI106WRYN,mutation,0.5827622412635933,0.005199052620166847,129,0.0782541926603421,25864.551161852025,0.6972544285468654,7
P0U84QF2WM,mutation,0.5480708943555057,0.012934042014961265,85,0.06885213021590811,12672.460453586937,0.43865978416918394,6
352YG9GBRN,crossover,0.5527236095905075,0.0123120460124149,41,0.03925769463053834,64397.24250841368,0.6653278321599376,6
D5NMIB6Z1G,mutation,0.5685743692428478,0.013201952024996595,32,0.026025144585555545,49975.48824663223,0.5949907144376942,5
K85M2VOMV9,crossover,0.49392953739566814,0.015168710334724202,117,0.04019999933324443,76883.56333975239,0.7897425351828407,5
S6O7BDW4QN,mutation,0.5249669415749851,0.0132488623380378,70,0.037119846090701514,83539.74330762486,0.7242216168385185,5
ZB7J5B49LP,mutation,0.545640203890086,0.008129730991941156,112,0.02694539733818404,14379.576495226142,0.26569239544447215,6
LVIDR9X624,crossover,0.4002108228857161,0.039022430774277306,109,0.02227193039706913,14116.732492966254,0.19004997991908446,3
OA41PGQ2V2,mutation,0.5833612206573586,0.004650375699484891,78,0.038266346418381975,76321.96204110343,0.4461509129697616,7
AKVX7DDCKA,crossover,0.5839624407711826,0.005694217035601801,77,0.032779188316563845,63024.015637365286,0.4436256067021698,7
XRUCW25C4Z,crossover,0.8005688972540514,0.0047577481937791655,103,0.029091721439705103,21146.45010559473,0.5001138210557086,1
7YBQ8VI831,crossover,0.8005688972540514,0.0047577481937791655,103,0.022408050876625712,18578.08253549525,0.44148688700281324,1
SH3OESKFR3,mutation,0.6801284656616717,1.0,34,0.06657103340202646,54408.80247033325,0.5997038332963043,8
FNB3FA1PK8,mutation,0.5843692561325231,0.012238379446750193,30,0.048334044539467116,37976.882668544655,0.5401119763842752,7
MHXRN94BFD,crossover,0.5186096221457793,0.013222106085414298,71,0.045456662077240695,38680.043126514014,0.5304355472493548,5
1S93UQH3CV,crossover,0.46707308329436725,0.008799332275129329,60,0.045448189193264515,36925.308619527634,0.51518425829971,4
XG1VWZHYD6,crossover,0.5492048043108627,0.011783175668350344,127,0.0934766288239138,45856.213393745,0.7114760463937778,6
E4P2U1L7ND,crossover,0.4540599064585341,0.038601280408307376,94,0.08270774035952691,42259.058369096296,0.4378779139902679,4
1LWO837O1L,crossover,0.634280520127324,1.0,27,0.059199975905205884,75131.7463290088,0.678441146587205,8
PLBZ3783S3,mutation,0.6582423832011045,1.0,39,0.05696730531722509,74639.59108170154,0.5595857200708044,8
Y6JLKI7SYH,crossover,0.5376689393119178,0.015128749697689091,81,0.07729726927229884,35957.34585797875,0.892420905782386,6
DPHQEFBNC3,mutation,0.4016667965202043,0.042127198530004545,76,0.07473730739221011,24754.363395004948,0.7834485199938036,3
IWNDJ6JD6R,crossover,0.6336783140881805,0.0019337473486986038,137,0.07450744014195948,67880.06787708245,0.34507332194219303,8
RXDWEFUIPG,crossover,0.5827622412635933,0.005199052620166847,119,0.03819235315318937,54914.72908933171,0.30270026518663445,7
95SFOQ4CH4,crossover,0.5839167850718157,0.005955177369631029,75,0.07051527732867262,58623.60472956088,0.600102011260551,7
C87FZ56BAU,crossover,0.590998511803122,0.004931490093931821,51,0.07043310281502373,57115.56516827948,0.5274626317454464,7
TYMFP1BVIC,crossover,0.6336783140881805,0.0019337473486986038,118,0.08213558769833292,39500.22861694735,0.49755290690605813,8
RWHRQ9CNJA,crossover,0.5827622412635933,0.005199052620166847,118,0.0804389876697519,31631.950803493757,0.3580691107713684,7
Q8RPSFJOVZ,crossover,0.46661031863311053,0.009321252943187787,55,0.06416364373344485,39869.31274051687,0.8776491420554987,4
O61E5Y2P8H,mutation,0.3886255981528247,0.027709748171540233,48,0.0574374358310399,18445.430160004857,0.7674836719243622,3
K25ZVO3M8N,crossover,0.46661031863311053,0.009321252943187787,55,0.0751701207101767,55234.772280315396,0.6962791334404078,4
54W4R8JW76,crossover,0.38470107171562506,0.024236995071289763,46,0.07308027215795221,55129.18677237348,0.6308650318196912,3
LCHL9RB9C3,crossover,0.4540599064585341,0.038601280408307376,137,0.0671292705883672,28024.662802597024,0.5202864165199519,4
403RKC96PI,crossover,0.4540599064585341,0.038601280408307376,129,0.042813647391564166,23990.686192304365,0.4485646154757093,4
MGUKTDFGR5,crossover,0.4540599064585341,0.038601280408307376,92,0.043068005349770795,38051.40292152086,0.8442313058410875,4
EODQAXUI7D,crossover,0.4002108228857161,0.039022430774277306,91,0.04182364930837595,14792.307677942332,0.8237149637592736,3
JSM28GWIPT,crossover,0.5861633018251302,0.008765626346499727,34,0.032104106708036706,78287.76808969422,0.6948639557342736,7
X4ZJS2WDOP,crossover,0.5861633018251302,0.008765626346499727,33,0.026068657173561743,75854.09545796899,0.6250967561201853,7
CJBQ5JMVWG,crossover,0.6336783140881805,0.0019337473486986038,132,0.024348853333478256,86942.82842100669,0.7502439202682838,8
D5H3Y8XVML,crossover,0.5827622412635933,0.005199052620166847,131,0.02011890276727623,85284.05390834254,0.7115458454313826,7
1PJWVFL11N,crossover,0.4540599064585341,0.038601280408307376,145,0.014964634621537739,52662.98856075745,0.6614716642953401,4
TJFNNUETM8,mutation,0.4540599064585341,0.038601280408307376,117,0.012632281164283402,49836.59269826985,0.5477211853015411,4
NZK8VUIJXS,crossover,0.49392953739566814,0.015168710334724202,117,0.011595846723347375,29696.13537077281,0.3488589732417196,5
BDBPL0RPZN,crossover,0.4002108228857161,0.039022430774277306,113,0.010671177123029976,26780.776261813367,0.3472296156763592,3
PMCBMT4C8N,crossover,0.6336783140881805,0.0019337473486986038,121,0.05354733447030152,43729.25975823761,0.39477017913045387,8
K5ME3MEZUW,crossover,0.6336783140881805,0.0019337473486986038,108,0.051984967339287175,38819.9930313726,0.32077526781948673,8
416CXM5VMX,mutation,0.6832190843671482,0.0004951644154349523,152,0.08090336221449018,76743.8776527723,0.6890560039460788,9
V2ZYDR1YYQ,mutation,0.6832190843671482,0.0004951644154349523,152,0.07877198537155275,58761.03160117416,0.4360897742541634,9
0APGDOSQRH,crossover,0.6336783140881805,0.0019337473486986038,100,0.057658643345955676,76765.23469640367,0.6700411731117418,8
ZXS1RPOI14,crossover,0.6336783140881805,0.0019337473486986038,98,0.04660691975776725,66881.98017292976,0.6682372216586664,8
5PVI3DCBV3,crossover,0.6336783140881805,0.0019337473486986038,82,0.05500471391362259,63038.11310702719,0.4715704730098813,8
IZLQAFGNA6,mutation,0.5770030682144884,0.0054332567015725735,73,0.03826234983352389,55166.20579369207,0.45173390189746987,7
8N5IKQPYFF,crossover,0.5827622412635933,0.005199052620166847,121,0.07870361140801332,76576.99964721895,0.6991562076155937,7
TGSU4OSCW2,mutation,0.5645780371610088,0.0013517119831873425,68,0.06611649965434738,58487.556662793606,0.601433140754796,7
VKKJZK921Q,crossover,0.4002108228857161,0.039022430774277306,101,0.06880143393647961,35811.27593146011,0.5394352419143424,3
YHVU97VTKV,crossover,0.32326625659546837,0.01992228872289975,83,0.042750078662268536,19141.921795573886,0.36250493883944535,2
UNAFSAVJDV,crossover,0.6336783140881805,0.0019337473486986038,106,0.05444357337473714,54840.05766314473,0.44679790025846916,8
